Ürün Grup ID,Varyant ID,İsim,Açıklama,Satış Fiyatı,İndirimli Fiyatı,Alış Fiyatı,Barkod Listesi,SKU,Silindi mi?,Marka,Kategoriler,Etiketler,Resim URL,Metadata Başlık,Metadata Açıklama,Slug,Stok:Ana Depo,Tip,Varyant Tip 1,Varyant Değer 1,Varyant Tip 2,Varyant Değer 2,Desi,HS Kod,Birim Ürün Miktarı,Ürün Birimi,Satılan Ürün Miktarı,Satılan Ürün Birimi,Google Ürün Kategorisi,Tedarikçi,Stoğu Tükenince Satmaya Devam Et,Satış Kanalı:dev-glindent,Sepet Başına Minimum Alma Adeti:dev-glindent,Sepet Başına Maksimum Alma Adeti:dev-glindent,Varyant Aktiflik
grp_zirconia_discs,zrc_12_whi,G-Ceram Zirconia Disc 12mm White (HT),"G-Ceram Zirconia Disc - Size: 12mm, Type: White (HT). High translucency zirconia disc for CAD/CAM milling.",,,,,ZRC-12mm-White,FALSE,G-Ceram,Labside > CAD/CAM > Zirconia Discs,,"https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346741/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_1.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346742/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_2.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_3.png,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_4.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346744/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_5.jpg",G-Ceram Zirconia Disc 12mm White (HT),"G-Ceram Zirconia Disc - Size: 12mm, Type: White (HT). High translucency zirconia disc for CAD/CAM milling.",zrc-12mm-white,999,PHYSICAL,Boyut,12mm,Tip,White (HT),,,,,,,,,FALSE,VISIBLE,,,TRUE
grp_zirconia_discs,zrc_12_pre,G-Ceram Zirconia Disc 12mm Pre-Shaded (ST),"G-Ceram Zirconia Disc - Size: 12mm, Type: Pre-Shaded (ST). High translucency zirconia disc for CAD/CAM milling.",,,,,ZRC-12mm-Pre-Shaded,FALSE,G-Ceram,Labside > CAD/CAM > Zirconia Discs,,"https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346741/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_1.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346742/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_2.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_3.png,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_4.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346744/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_5.jpg",G-Ceram Zirconia Disc 12mm Pre-Shaded (ST),"G-Ceram Zirconia Disc - Size: 12mm, Type: Pre-Shaded (ST). High translucency zirconia disc for CAD/CAM milling.",zrc-12mm-pre-shaded,999,PHYSICAL,Boyut,12mm,Tip,Pre-Shaded (ST),,,,,,,,,FALSE,VISIBLE,,,TRUE
grp_zirconia_discs,zrc_12_mul,G-Ceram Zirconia Disc 12mm Multilayer (SHT),"G-Ceram Zirconia Disc - Size: 12mm, Type: Multilayer (SHT). High translucency zirconia disc for CAD/CAM milling.",,,,,ZRC-12mm-Multilayer,FALSE,G-Ceram,Labside > CAD/CAM > Zirconia Discs,,"https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346741/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_1.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346742/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_2.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_3.png,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_4.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346744/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_5.jpg",G-Ceram Zirconia Disc 12mm Multilayer (SHT),"G-Ceram Zirconia Disc - Size: 12mm, Type: Multilayer (SHT). High translucency zirconia disc for CAD/CAM milling.",zrc-12mm-multilayer,999,PHYSICAL,Boyut,12mm,Tip,Multilayer (SHT),,,,,,,,,FALSE,VISIBLE,,,TRUE
grp_zirconia_discs,zrc_14_whi,G-Ceram Zirconia Disc 14mm White (HT),"G-Ceram Zirconia Disc - Size: 14mm, Type: White (HT). High translucency zirconia disc for CAD/CAM milling.",,,,,ZRC-14mm-White,FALSE,G-Ceram,Labside > CAD/CAM > Zirconia Discs,,"https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346741/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_1.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346742/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_2.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_3.png,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_4.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346744/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_5.jpg",G-Ceram Zirconia Disc 14mm White (HT),"G-Ceram Zirconia Disc - Size: 14mm, Type: White (HT). High translucency zirconia disc for CAD/CAM milling.",zrc-14mm-white,999,PHYSICAL,Boyut,14mm,Tip,White (HT),,,,,,,,,FALSE,VISIBLE,,,TRUE
grp_zirconia_discs,zrc_14_pre,G-Ceram Zirconia Disc 14mm Pre-Shaded (ST),"G-Ceram Zirconia Disc - Size: 14mm, Type: Pre-Shaded (ST). High translucency zirconia disc for CAD/CAM milling.",,,,,ZRC-14mm-Pre-Shaded,FALSE,G-Ceram,Labside > CAD/CAM > Zirconia Discs,,"https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346741/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_1.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346742/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_2.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_3.png,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_4.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346744/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_5.jpg",G-Ceram Zirconia Disc 14mm Pre-Shaded (ST),"G-Ceram Zirconia Disc - Size: 14mm, Type: Pre-Shaded (ST). High translucency zirconia disc for CAD/CAM milling.",zrc-14mm-pre-shaded,999,PHYSICAL,Boyut,14mm,Tip,Pre-Shaded (ST),,,,,,,,,FALSE,VISIBLE,,,TRUE
grp_zirconia_discs,zrc_14_mul,G-Ceram Zirconia Disc 14mm Multilayer (SHT),"G-Ceram Zirconia Disc - Size: 14mm, Type: Multilayer (SHT). High translucency zirconia disc for CAD/CAM milling.",,,,,ZRC-14mm-Multilayer,FALSE,G-Ceram,Labside > CAD/CAM > Zirconia Discs,,"https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346741/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_1.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346742/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_2.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_3.png,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_4.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346744/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_5.jpg",G-Ceram Zirconia Disc 14mm Multilayer (SHT),"G-Ceram Zirconia Disc - Size: 14mm, Type: Multilayer (SHT). High translucency zirconia disc for CAD/CAM milling.",zrc-14mm-multilayer,999,PHYSICAL,Boyut,14mm,Tip,Multilayer (SHT),,,,,,,,,FALSE,VISIBLE,,,TRUE
grp_zirconia_discs,zrc_16_whi,G-Ceram Zirconia Disc 16mm White (HT),"G-Ceram Zirconia Disc - Size: 16mm, Type: White (HT). High translucency zirconia disc for CAD/CAM milling.",,,,,ZRC-16mm-White,FALSE,G-Ceram,Labside > CAD/CAM > Zirconia Discs,,"https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346741/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_1.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346742/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_2.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_3.png,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_4.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346744/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_5.jpg",G-Ceram Zirconia Disc 16mm White (HT),"G-Ceram Zirconia Disc - Size: 16mm, Type: White (HT). High translucency zirconia disc for CAD/CAM milling.",zrc-16mm-white,999,PHYSICAL,Boyut,16mm,Tip,White (HT),,,,,,,,,FALSE,VISIBLE,,,TRUE
grp_zirconia_discs,zrc_16_pre,G-Ceram Zirconia Disc 16mm Pre-Shaded (ST),"G-Ceram Zirconia Disc - Size: 16mm, Type: Pre-Shaded (ST). High translucency zirconia disc for CAD/CAM milling.",,,,,ZRC-16mm-Pre-Shaded,FALSE,G-Ceram,Labside > CAD/CAM > Zirconia Discs,,"https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346741/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_1.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346742/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_2.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_3.png,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_4.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346744/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_5.jpg",G-Ceram Zirconia Disc 16mm Pre-Shaded (ST),"G-Ceram Zirconia Disc - Size: 16mm, Type: Pre-Shaded (ST). High translucency zirconia disc for CAD/CAM milling.",zrc-16mm-pre-shaded,999,PHYSICAL,Boyut,16mm,Tip,Pre-Shaded (ST),,,,,,,,,FALSE,VISIBLE,,,TRUE
grp_zirconia_discs,zrc_16_mul,G-Ceram Zirconia Disc 16mm Multilayer (SHT),"G-Ceram Zirconia Disc - Size: 16mm, Type: Multilayer (SHT). High translucency zirconia disc for CAD/CAM milling.",,,,,ZRC-16mm-Multilayer,FALSE,G-Ceram,Labside > CAD/CAM > Zirconia Discs,,"https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346741/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_1.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346742/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_2.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_3.png,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_4.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346744/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_5.jpg",G-Ceram Zirconia Disc 16mm Multilayer (SHT),"G-Ceram Zirconia Disc - Size: 16mm, Type: Multilayer (SHT). High translucency zirconia disc for CAD/CAM milling.",zrc-16mm-multilayer,999,PHYSICAL,Boyut,16mm,Tip,Multilayer (SHT),,,,,,,,,FALSE,VISIBLE,,,TRUE
grp_zirconia_discs,zrc_18_whi,G-Ceram Zirconia Disc 18mm White (HT),"G-Ceram Zirconia Disc - Size: 18mm, Type: White (HT). High translucency zirconia disc for CAD/CAM milling.",,,,,ZRC-18mm-White,FALSE,G-Ceram,Labside > CAD/CAM > Zirconia Discs,,"https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346741/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_1.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346742/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_2.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_3.png,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346743/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_4.jpg,https://res.cloudinary.com/dwz5qehsf/image/upload/v1766346744/glindent/G-Ceram_Zirconia_Discs/G-Ceram_Zirconia_Discs_5.jpg",G-Ceram Zirconia Disc 18mm White (HT),"G-Ceram Zirconia Disc - Size: 18mm, Type: White (HT). High translucency zirconia disc for CAD/CAM milling.",zrc-18mm-white,999,PHYSICAL,Boyut,18mm,Tip,White (HT),,,,,,,,,FALSE,VISIBLE,,,TRUE
